wo_id,month,sku,component,plan_usage_kg,actual_usage_kg,unit_cost_rmb,variance_pct
WO02372,2025-05,FWDD25M,云母粉,5.8443,5.8443,60.88,-0.03
WO00738,2025-03,FWD7352,珠光粉基材,4.3616,4.0293,38.22,0.0
WO00738,2025-03,FWD7352,分散剂,0.6506,0.6135,42.93,0.05
WO00738,2025-03,FWD7352,包装材料,2.3375,2.2484,56.78,0.01
WO01179,2025-08,FWDD25L,钛白粉,9.8642,9.1126,15.75,0.03
WO01179,2025-08,FWDD25L,合成云母,2.0177,1.9216,71.94,-0.05
WO01179,2025-08,FWDD25L,包装材料,9.4905,8.5867,79.75,0.1
WO01825,2025-04,FWD6001,珠光粉基材,4.6829,4.3707,20.75,-0.0
WO01825,2025-04,FWD6001,合成云母,5.7121,5.1681,72.07,0.06
WO01825,2025-04,FWD6001,云母粉,6.4326,5.9425,66.89,0.05
WO01825,2025-04,FWD6001,钛白粉,4.2198,4.0188,77.36,0.06
WO00019,2025-10,FWD5872C,云母粉,3.6776,3.5375,49.56,0.06
WO00019,2025-10,FWD5872C,珠光粉基材,4.4622,4.2072,21.24,0.14
WO00830,2025-08,FWD6006,珠光粉基材,10.0374,10.133,34.49,0.06
WO00830,2025-08,FWD6006,合成云母,1.2927,1.2311,76.15,-0.03
WO02261,2025-07,FWD323M,合成云母,5.5952,5.2222,31.0,-0.08
WO02261,2025-07,FWD323M,分散剂,3.4781,3.18,48.98,-0.02
WO00910,2025-10,FWD6504A,分散剂,1.7779,1.7779,15.62,-0.05
WO00910,2025-10,FWD6504A,珠光粉基材,5.2151,5.1654,49.53,0.06
WO00720,2024-12,BHC89234BG,包装材料,7.5097,7.5097,59.59,0.14
WO00720,2024-12,BHC89234BG,合成云母,2.3672,2.3672,21.29,-0.02
WO00720,2024-12,BHC89234BG,钛白粉,2.0407,1.9629,22.67,0.02
WO01166,2025-05,FWDV080,包装材料,2.0806,1.9221,42.68,0.09
WO01166,2025-05,FWDV080,合成云母,9.901,10.0896,7.67,0.06
WO01373,2025-06,FWDD25M,云母粉,1.0492,0.9893,68.2,0.03
WO01373,2025-06,FWDD25M,包装材料,2.8778,2.8504,36.21,0.09
WO01373,2025-06,FWDD25M,合成云母,4.4966,4.154,40.91,-0.08
WO01373,2025-06,FWDD25M,珠光粉基材,1.9186,1.9551,68.64,0.08
WO01302,2025-03,FWD6603B,云母粉,1.3139,1.2388,74.67,0.15
WO01302,2025-03,FWD6603B,分散剂,0.0906,0.0898,7.92,-0.06
WO01302,2025-03,FWD6603B,色料,0.3715,0.3503,32.22,0.01
WO01442,2025-01,FWD351WR,珠光粉基材,1.4013,1.4547,23.37,-0.06
WO01442,2025-01,FWD351WR,分散剂,1.3654,1.3004,41.94,-0.02
WO01442,2025-01,FWD351WR,包装材料,4.6351,4.6792,38.16,0.12
WO01442,2025-01,FWD351WR,合成云母,3.9165,3.8419,38.62,0.12
WO00289,2024-12,FWD353,色料,3.3499,3.1585,13.79,-0.02
WO00289,2024-12,FWD353,包装材料,7.6569,7.6569,27.18,0.13
WO00289,2024-12,FWD353,云母粉,1.7091,1.5789,69.98,-0.02
WO00704,2025-08,FWD201WR,色料,0.1135,0.1038,32.27,0.05
WO00704,2025-08,FWD201WR,包装材料,0.3084,0.2879,58.35,-0.02
WO00704,2025-08,FWD201WR,云母粉,0.4022,0.3754,79.91,0.01
WO02394,2025-08,FWD304,合成云母,9.5525,9.1886,24.59,0.03
WO02394,2025-08,FWD304,珠光粉基材,11.9584,12.3,77.28,0.02
WO02394,2025-08,FWD304,钛白粉,1.8397,1.7171,61.57,0.11
WO01488,2024-11,FWD535,合成云母,3.2087,2.9948,12.68,-0.09
WO01488,2024-11,FWD535,色料,3.3975,3.268,31.45,0.13
WO01488,2024-11,FWD535,云母粉,0.409,0.4206,23.65,-0.01
WO01794,2025-09,FWD500,钛白粉,4.3591,4.027,70.76,-0.08
WO01794,2025-09,FWD500,分散剂,2.1566,2.2388,32.9,0.12
WO01794,2025-09,FWD500,包装材料,2.6154,2.466,38.22,-0.04
WO01656,2025-01,FWD491,珠光粉基材,2.6173,2.4179,61.94,0.15
WO01656,2025-01,FWD491,合成云母,8.288,8.6827,68.53,-0.07
WO02327,2025-07,FWD6018T,包装材料,9.631,9.8144,18.39,0.02
WO02327,2025-07,FWD6018T,云母粉,7.8055,7.6568,38.49,0.09
WO02327,2025-07,FWD6018T,合成云母,9.568,9.9325,48.15,0.02
WO02327,2025-07,FWD6018T,色料,4.0286,3.7217,8.84,0.11
WO02021,2025-10,FWD5800,云母粉,3.1211,2.8833,65.07,-0.01
WO02021,2025-10,FWD5800,分散剂,3.0096,2.8377,12.19,0.14
WO02021,2025-10,FWD5800,合成云母,5.4062,5.5607,50.75,0.04
WO01913,2024-11,FWD419B,钛白粉,5.6909,5.7451,64.61,0.06
WO01913,2024-11,FWD419B,分散剂,5.3425,4.8337,26.38,0.01
WO01913,2024-11,FWD419B,色料,2.4777,2.5249,21.53,-0.07
WO00900,2025-03,FWD231WR,云母粉,2.2742,2.3609,31.11,-0.01
WO00900,2025-03,FWD231WR,分散剂,2.0757,2.0559,58.53,0.03
WO00900,2025-03,FWD231WR,包装材料,1.462,1.3506,21.11,-0.0
WO00423,2025-09,FWD121WR,合成云母,8.1525,8.0749,34.7,0.08
WO00423,2025-09,FWD121WR,珠光粉基材,1.0609,0.9801,10.8,0.1
WO00423,2025-09,FWD121WR,色料,4.8022,4.8479,38.08,0.14
WO00423,2025-09,FWD121WR,包装材料,4.2438,3.88,47.48,0.08
WO00591,2025-10,FWD101WR,珠光粉基材,0.568,0.5301,61.69,0.06
WO00591,2025-10,FWD101WR,包装材料,7.4788,7.4075,35.56,0.14
WO01761,2025-09,FWDD23L,分散剂,0.7416,0.7275,9.41,-0.06
WO01761,2025-09,FWDD23L,合成云母,7.231,7.1621,42.26,0.0
WO01761,2025-09,FWDD23L,珠光粉基材,12.0516,11.1334,53.69,-0.06
WO01761,2025-09,FWDD23L,色料,6.1803,6.4746,67.05,0.0
WO01185,2025-04,FWD6504,分散剂,5.9286,5.7027,58.15,0.01
WO01185,2025-04,FWD6504,云母粉,0.568,0.5301,27.6,-0.01
WO01185,2025-04,FWD6504,包装材料,6.9581,7.0906,51.49,0.14
WO01425,2025-07,FWD6504A,包装材料,9.7732,9.4939,48.24,-0.0
WO01425,2025-07,FWD6504A,钛白粉,2.3505,2.2386,50.76,0.11
WO01425,2025-07,FWD6504A,云母粉,5.5051,5.7149,79.08,-0.1
WO00031,2025-10,FWD6601A,钛白粉,7.4841,7.4841,30.08,0.02
WO00031,2025-10,FWD6601A,分散剂,3.9991,4.0372,39.7,0.06
WO02387,2025-05,FWD152WR,合成云母,6.4227,5.9333,29.46,-0.01
WO02387,2025-05,FWD152WR,云母粉,3.5093,3.4424,68.65,-0.1
WO01456,2025-01,FWD6602E,色料,6.8614,6.4039,67.86,-0.08
WO01456,2025-01,FWD6602E,包装材料,3.6773,3.5372,24.15,-0.08
WO01456,2025-01,FWD6602E,分散剂,5.8748,5.7069,6.08,-0.06
WO01551,2025-02,FWD6009,云母粉,7.0796,7.3493,51.71,0.02
WO01551,2025-02,FWD6009,合成云母,8.6143,8.1221,64.42,-0.04
WO01551,2025-02,FWD6009,珠光粉基材,0.8416,0.7855,36.12,0.08
WO01758,2025-01,BHC9275BOH,包装材料,0.6059,0.6001,30.58,0.01
WO01758,2025-01,BHC9275BOH,珠光粉基材,3.8374,3.6546,20.49,0.12
WO01758,2025-01,BHC9275BOH,云母粉,4.7664,4.948,9.51,0.1
WO00101,2025-10,FWD152WR,云母粉,2.8987,3.0368,65.13,0.0
WO00101,2025-10,FWD152WR,色料,1.0923,1.0715,18.34,0.12
WO00039,2025-10,FWD6303A,珠光粉基材,1.5245,1.4374,31.05,0.02
WO00039,2025-10,FWD6303A,色料,1.6618,1.7251,20.67,-0.07
WO00569,2025-11,FWD405B,珠光粉基材,2.6161,2.5413,57.19,-0.05
WO00569,2025-11,FWD405B,包装材料,3.0819,2.9645,62.41,0.01
WO00569,2025-11,FWD405B,合成云母,1.971,1.9898,42.1,-0.09
WO00569,2025-11,FWD405B,云母粉,1.326,1.2249,18.2,0.06
WO01552,2025-08,FWD408,珠光粉基材,11.3652,11.0405,26.03,-0.04
WO01552,2025-08,FWD408,分散剂,2.2851,2.2633,17.03,0.01
WO01552,2025-08,FWD408,色料,10.6436,10.8464,7.88,0.15
WO01552,2025-08,FWD408,钛白粉,3.7283,3.5507,59.95,0.14
WO00907,2025-05,BHC9326BM ,钛白粉,4.4775,4.5201,30.28,-0.03
WO00907,2025-05,BHC9326BM ,分散剂,3.9734,4.0869,41.06,-0.05
WO00907,2025-05,BHC9326BM ,包装材料,3.2617,2.9511,37.73,0.11
WO02210,2025-07,FWD5870D,包装材料,3.1537,3.2438,34.06,0.14
WO02210,2025-07,FWD5870D,钛白粉,1.4403,1.358,19.53,0.08
WO02210,2025-07,FWD5870D,色料,2.1356,2.1356,74.36,-0.0
WO02210,2025-07,FWD5870D,合成云母,2.2101,2.2522,69.57,0.12
WO01207,2024-11,FWD6504T,珠光粉基材,10.763,10.6605,28.21,-0.06
WO01207,2024-11,FWD6504T,钛白粉,0.7364,0.7575,62.62,-0.08
WO01207,2024-11,FWD6504T,云母粉,9.0636,9.0636,20.44,0.12
WO01207,2024-11,FWD6504T,包装材料,7.5908,7.3739,41.2,-0.07
WO02031,2025-11,FWD111MT,云母粉,3.6135,3.7168,62.72,0.11
WO02031,2025-11,FWD111MT,合成云母,4.0883,4.0493,18.39,0.02
WO02031,2025-11,FWD111MT,分散剂,2.2947,2.1417,68.4,-0.1
WO01417,2024-12,FWD502,色料,5.2249,5.2747,57.58,0.09
WO01417,2024-12,FWD502,云母粉,5.7636,5.8733,40.73,0.07
WO01417,2024-12,FWD502,分散剂,2.1546,2.093,77.36,-0.1
WO01813,2025-11,FWD201WR,合成云母,2.4207,2.2132,25.23,0.01
WO01813,2025-11,FWD201WR,云母粉,9.6829,8.853,58.07,0.12
WO01813,2025-11,FWD201WR,珠光粉基材,9.0459,8.3567,62.85,0.01
WO01347,2025-11,FWD5518,合成云母,1.8568,1.7507,34.36,0.08
WO01347,2025-11,FWD5518,分散剂,4.2821,4.119,58.89,-0.06
WO01347,2025-11,FWD5518,包装材料,7.4652,7.3941,56.24,0.03
WO00129,2025-08,FWDV550,包装材料,1.9075,1.7985,23.7,0.11
WO00129,2025-08,FWDV550,珠光粉基材,2.6181,2.4435,60.74,-0.03
WO00129,2025-08,FWDV550,色料,3.5344,3.6017,66.03,0.01
WO00809,2025-08,FWD435,钛白粉,5.291,5.039,13.75,-0.08
WO00809,2025-08,FWD435,云母粉,10.3387,10.5356,19.37,0.06
WO01359,2025-05,FWD522WR,珠光粉基材,10.8067,11.0126,68.97,-0.07
WO01359,2025-05,FWD522WR,云母粉,3.2147,3.0003,58.04,-0.01
WO01359,2025-05,FWD522WR,钛白粉,2.7359,2.5795,42.28,0.04
WO01359,2025-05,FWD522WR,合成云母,1.0944,1.0318,58.25,-0.04
WO01888,2024-10,FWD325,钛白粉,0.1647,0.1647,75.34,0.0
WO01888,2024-10,FWD325,色料,0.0372,0.0344,37.45,0.06
WO02380,2024-10,FWD522WR,色料,11.3391,11.555,60.14,0.12
WO02380,2024-10,FWD522WR,珠光粉基材,12.4797,12.0043,67.58,-0.04
WO02380,2024-10,FWD522WR,分散剂,6.2398,5.6456,39.77,0.09
WO00786,2025-11,FWD7331,分散剂,1.3759,1.3104,76.72,-0.02
WO00786,2025-11,FWD7331,钛白粉,2.7254,2.7773,38.42,0.0
WO00786,2025-11,FWD7331,合成云母,1.5611,1.4422,43.0,-0.06
WO00786,2025-11,FWD7331,色料,4.657,4.7013,8.9,0.13
WO01674,2025-09,FWDD28M,钛白粉,7.0322,7.0992,33.83,-0.07
WO01674,2025-09,FWDD28M,色料,0.9089,0.8397,20.33,0.03
WO01674,2025-09,FWDD28M,包装材料,1.9135,1.9135,37.07,0.1
WO01789,2025-09,FWDD23L,包装材料,0.8241,0.777,11.68,0.07
WO01789,2025-09,FWDD23L,色料,6.0726,5.5521,8.97,0.08
WO01789,2025-09,FWDD23L,云母粉,7.0268,7.2276,38.66,0.03
WO00987,2025-08,FWD5871A,钛白粉,7.7653,7.0258,24.55,0.14
WO00987,2025-08,FWD5871A,珠光粉基材,6.1061,5.9898,32.85,-0.0
WO00987,2025-08,FWD5871A,包装材料,8.6945,8.7773,76.99,0.06
WO00845,2025-11,FWD6018T,云母粉,2.0957,1.9161,13.43,-0.06
WO00845,2025-11,FWD6018T,色料,7.278,7.4166,11.87,-0.02
WO00845,2025-11,FWD6018T,合成云母,7.3542,6.9339,67.11,-0.08
WO02162,2025-08,FWD5873A,云母粉,0.1385,0.1319,51.3,0.14
WO02162,2025-08,FWD5873A,分散剂,0.2605,0.2357,30.76,0.13
WO02162,2025-08,FWD5873A,珠光粉基材,0.089,0.0882,28.38,0.13
WO01102,2025-06,FWD7322B,钛白粉,1.1993,1.245,25.62,0.13
WO01102,2025-06,FWD7322B,色料,1.958,1.8275,71.23,0.04
WO01102,2025-06,FWD7322B,云母粉,0.5874,0.5371,34.2,0.1
WO01102,2025-06,FWD7322B,包装材料,2.9126,2.9681,39.17,0.1
WO00247,2025-07,BHC9320YB,云母粉,1.7735,1.7397,61.64,0.1
WO00247,2025-07,BHC9320YB,珠光粉基材,9.2989,8.5904,73.72,0.1
WO01893,2025-02,FWD6018,色料,2.8286,2.6939,61.03,-0.09
WO01893,2025-02,FWD6018,珠光粉基材,2.5184,2.4944,20.66,0.07
WO01893,2025-02,FWD6018,分散剂,2.9746,3.0596,43.57,0.04
WO01893,2025-02,FWD6018,钛白粉,1.2409,1.2646,47.74,0.02
WO02444,2025-11,FWD418B,云母粉,2.5302,2.4097,45.49,0.04
WO02444,2025-11,FWD418B,钛白粉,1.9183,1.7905,72.02,-0.02
WO00935,2024-10,FWD153,分散剂,0.3197,0.3166,25.48,0.02
WO00935,2024-10,FWD153,色料,6.1801,5.7681,73.27,0.14
WO00935,2024-10,FWD153,合成云母,10.2825,10.6742,46.06,0.06
WO00935,2024-10,FWD153,云母粉,3.463,3.1662,76.03,0.12
WO00519,2024-11,FWD3112,钛白粉,0.4448,0.4109,24.06,0.03
WO00519,2024-11,FWD3112,色料,0.8127,0.8282,21.94,-0.02
WO01244,2025-10,FWD201,合成云母,0.7828,0.7977,73.23,-0.09
WO01244,2025-10,FWD201,分散剂,0.5964,0.5623,49.45,0.01
WO01244,2025-10,FWD201,珠光粉基材,3.1684,3.0779,45.15,-0.06
WO01436,2025-01,FWD307,合成云母,10.5041,10.7041,77.64,-0.08
WO01436,2025-01,FWD307,云母粉,8.2408,8.4762,36.03,0.03
WO01436,2025-01,FWD307,包装材料,10.2139,10.0193,46.61,-0.07
WO01436,2025-01,FWD307,分散剂,5.8614,5.359,59.33,0.09
WO01876,2025-05,FWD6500,珠光粉基材,1.1295,1.0864,75.66,0.14
WO01876,2025-05,FWD6500,色料,0.9726,0.9355,39.36,-0.08
WO01876,2025-05,FWD6500,合成云母,1.0824,0.9999,5.13,-0.06
WO01876,2025-05,FWD6500,云母粉,2.1491,2.0468,11.31,0.01
WO01242,2025-10,FWD522WR,色料,0.6658,0.6405,6.55,-0.02
WO01242,2025-10,FWD522WR,钛白粉,3.7902,3.5736,43.05,-0.05
WO01242,2025-10,FWD522WR,包装材料,9.0145,8.757,28.78,0.09
WO01242,2025-10,FWD522WR,云母粉,6.0951,5.8048,34.81,-0.02
WO02095,2024-10,FWD410,钛白粉,4.4034,4.1937,42.04,0.01
WO02095,2024-10,FWD410,分散剂,4.9715,5.1136,23.73,-0.03
WO00925,2025-07,BHC9337GP,色料,3.4349,3.4349,14.13,-0.02
WO00925,2025-07,BHC9337GP,钛白粉,6.6153,6.8673,15.61,0.01
WO00925,2025-07,BHC9337GP,合成云母,2.9896,2.9612,33.96,-0.0
WO00925,2025-07,BHC9337GP,包装材料,2.0991,1.9791,66.31,0.1
WO00870,2025-01,FWD111MT,色料,8.926,9.351,68.35,-0.01
WO00870,2025-01,FWD111MT,钛白粉,9.7194,9.7194,72.09,0.15
WO01574,2025-09,FWD111M,色料,2.6394,2.5137,40.77,0.1
WO01574,2025-09,FWD111M,云母粉,0.0915,0.0881,18.64,0.09
WO02024,2025-04,FWD221WR,珠光粉基材,1.6893,1.5606,28.52,-0.04
WO02024,2025-04,FWD221WR,钛白粉,2.2416,2.1989,10.41,-0.06
WO00899,2025-07,FWD6303A,分散剂,0.3393,0.3426,74.26,-0.03
WO00899,2025-07,FWD6303A,包装材料,2.4015,2.2642,67.15,0.11
WO00899,2025-07,FWD6303A,色料,3.6283,3.421,18.47,0.1
WO00899,2025-07,FWD6303A,合成云母,0.3393,0.349,70.57,0.09
WO02180,2025-01,FWD402,珠光粉基材,4.1133,4.035,79.2,-0.04
WO02180,2025-01,FWD402,色料,1.9623,1.9623,52.95,0.02
WO02180,2025-01,FWD402,分散剂,4.8681,4.8681,6.93,0.03
WO02180,2025-01,FWD402,包装材料,4.7171,4.8519,12.99,-0.03
WO01276,2025-08,FWD6850,色料,2.1839,2.2671,43.6,0.13
WO01276,2025-08,FWD6850,钛白粉,2.595,2.6445,16.73,-0.02
WO01276,2025-08,FWD6850,合成云母,3.3145,3.1882,76.31,0.08
WO01276,2025-08,FWD6850,分散剂,3.8797,3.7319,47.84,-0.04
WO00970,2025-01,FWD7352,色料,4.5731,4.4425,37.21,-0.08
WO00970,2025-01,FWD7352,合成云母,3.5655,3.2938,71.15,0.14
WO00970,2025-01,FWD7352,珠光粉基材,6.6272,6.1223,64.3,-0.06
WO00970,2025-01,FWD7352,分散剂,2.4804,2.3622,54.29,0.12
WO00885,2025-03,FWD123,分散剂,8.4646,8.3033,26.24,0.01
WO00885,2025-03,FWD123,合成云母,3.5605,3.2892,32.72,0.11
WO00885,2025-03,FWD123,珠光粉基材,10.0769,10.3648,24.87,0.03
WO00885,2025-03,FWD123,云母粉,10.8158,10.0948,47.76,-0.0
WO01614,2025-01,FWD411,色料,2.28,2.3451,77.43,0.06
WO01614,2025-01,FWD411,分散剂,1.216,1.1697,48.78,-0.09
WO01614,2025-01,FWD411,钛白粉,0.7876,0.7726,62.8,-0.03
WO01614,2025-01,FWD411,合成云母,1.5338,1.5338,21.37,0.09
WO02417,2025-09,BHC9320YB,合成云母,1.0867,1.0143,9.14,-0.03
WO02417,2025-09,BHC9320YB,云母粉,0.7825,0.7527,17.74,-0.05
WO02417,2025-09,BHC9320YB,珠光粉基材,5.3033,4.8488,56.36,0.03
WO00215,2025-08,BHC89237BG,包装材料,7.4347,6.7974,31.99,0.13
WO00215,2025-08,BHC89237BG,合成云母,12.7549,12.7549,78.37,0.11
WO00215,2025-08,BHC89237BG,色料,9.9584,9.6738,59.79,-0.09
WO01287,2025-06,FWD249,钛白粉,1.9587,1.7908,55.24,0.01
WO01287,2025-06,FWD249,云母粉,2.5789,2.4561,63.82,0.15
WO01287,2025-06,FWD249,分散剂,5.2558,5.2558,32.69,-0.08
WO00630,2025-01,FWD6840,钛白粉,4.0459,4.2,54.63,-0.03
WO00630,2025-01,FWD6840,云母粉,1.0213,1.0407,45.76,-0.05
WO00630,2025-01,FWD6840,包装材料,7.0312,7.0312,37.85,0.1
WO00630,2025-01,FWD6840,分散剂,3.2603,3.2913,79.97,-0.01
WO01438,2025-09,FWD408,钛白粉,0.1586,0.1481,45.33,-0.02
WO01438,2025-09,FWD408,包装材料,0.4103,0.4181,5.98,0.07
WO00392,2024-12,FWD355,色料,10.3234,10.0284,40.9,-0.02
WO00392,2024-12,FWD355,合成云母,9.3675,8.6538,13.81,-0.04
WO00807,2025-11,FWD436 ,钛白粉,6.1047,5.5815,29.52,-0.04
WO00807,2025-11,FWD436 ,分散剂,4.9861,4.5587,7.2,0.05
WO00807,2025-11,FWD436 ,珠光粉基材,2.557,2.557,60.59,0.05
WO01525,2024-11,FWD306,分散剂,6.7206,6.2726,51.89,0.08
WO01525,2024-11,FWD306,钛白粉,11.1238,10.3822,21.27,-0.06
WO00927,2025-02,FWD121WR,珠光粉基材,7.4804,6.9105,16.63,-0.05
WO00927,2025-02,FWD121WR,分散剂,5.2408,5.4903,47.09,0.14
WO00927,2025-02,FWD121WR,合成云母,6.271,6.1516,36.28,0.13
WO00496,2025-08,FWDD10M,包装材料,1.5049,1.5622,29.41,0.04
WO00496,2025-08,FWDD10M,色料,2.2197,2.3042,18.7,0.14
WO02269,2025-07,FWD6683T,分散剂,4.8538,4.9,68.36,0.02
WO02269,2025-07,FWD6683T,珠光粉基材,4.3084,4.0622,46.6,0.15
WO02269,2025-07,FWD6683T,包装材料,2.6723,2.4687,31.36,-0.01
WO00503,2025-03,FWD4002,云母粉,0.5277,0.5076,57.31,-0.08
WO00503,2025-03,FWD4002,色料,7.2557,7.0484,26.61,0.06
WO00503,2025-03,FWD4002,分散剂,10.3559,10.849,23.8,-0.07
WO00398,2025-02,FWD416,色料,0.5183,0.5381,74.35,0.13
WO00398,2025-02,FWD416,合成云母,2.2691,2.0746,76.9,0.12
WO00398,2025-02,FWD416,分散剂,0.1037,0.0958,44.27,-0.01
WO00398,2025-02,FWD416,包装材料,0.2189,0.2251,71.62,-0.07
WO02005,2025-11,FWD525WR,云母粉,0.3676,0.3816,34.9,0.12
WO02005,2025-11,FWD525WR,珠光粉基材,4.1907,3.9512,57.51,0.01
WO02005,2025-11,FWD525WR,包装材料,3.2594,3.1042,14.85,0.02
WO02005,2025-11,FWD525WR,分散剂,4.1907,4.1907,16.16,-0.05
WO00486,2025-11,FWD5519,云母粉,0.4381,0.4089,5.52,0.08
WO00486,2025-11,FWD5519,色料,1.6112,1.6112,72.47,0.03
WO00587,2025-11,FWDV080,包装材料,0.3072,0.2897,28.24,0.14
WO00587,2025-11,FWDV080,色料,1.0613,0.9704,40.86,0.05
WO00587,2025-11,FWDV080,合成云母,1.2848,1.2848,37.79,0.06
WO00159,2024-12,FWD355,钛白粉,5.0487,5.1929,23.23,0.06
WO00159,2024-12,FWD355,包装材料,4.914,4.5396,9.87,0.03
WO00159,2024-12,FWD355,色料,7.2701,6.9931,52.17,0.07
WO01107,2025-09,FWD96107SW,珠光粉基材,6.7818,6.6526,44.32,-0.06
WO01107,2025-09,FWD96107SW,云母粉,5.8811,5.7131,22.27,0.06
WO01107,2025-09,FWD96107SW,色料,7.7885,7.2693,55.66,-0.1
WO01107,2025-09,FWD96107SW,钛白粉,0.3709,0.3779,30.7,0.1
WO02138,2025-02,FWDV060,分散剂,1.382,1.2767,62.39,0.1
WO02138,2025-02,FWDV060,珠光粉基材,2.0298,1.8365,78.93,-0.01
WO02138,2025-02,FWDV060,包装材料,2.7927,2.8725,56.45,-0.0
WO02254,2025-11,FWDD27L,包装材料,8.6898,8.7726,76.14,-0.1
WO02254,2025-11,FWDD27L,合成云母,5.0616,4.8688,70.1,0.02
WO02254,2025-11,FWDD27L,钛白粉,7.9284,7.3998,20.6,0.08
WO02254,2025-11,FWDD27L,云母粉,4.6137,4.7894,52.04,-0.04
WO00049,2024-10,FWDD10L,珠光粉基材,8.0614,7.6775,28.47,0.01
WO00049,2024-10,FWDD10L,色料,7.3815,7.4518,79.76,0.02
WO01883,2025-09,BHC9232MGH,包装材料,4.394,4.394,68.0,0.1
WO01883,2025-09,BHC9232MGH,珠光粉基材,7.3646,7.6451,60.65,-0.06
WO01883,2025-09,BHC9232MGH,合成云母,4.8891,4.5166,59.18,0.06
WO01883,2025-09,BHC9232MGH,云母粉,11.2015,11.2015,75.08,-0.02
WO00151,2025-03,FWD5873A,色料,4.8103,4.8103,53.7,0.05
WO00151,2025-03,FWD5873A,分散剂,6.6142,6.9292,9.1,-0.05
WO00151,2025-03,FWD5873A,钛白粉,7.3248,6.9063,54.75,0.0
WO00605,2024-12,BHC89237BG,合成云母,3.6558,3.621,44.72,-0.01
WO00605,2024-12,BHC89237BG,云母粉,9.7323,9.3615,25.65,-0.03
WO00605,2024-12,BHC89237BG,钛白粉,9.6829,9.5907,63.3,0.03
WO00605,2024-12,BHC89237BG,包装材料,2.9147,3.0258,32.35,0.05
WO01490,2025-03,FWD355,色料,6.9194,6.3263,76.47,-0.04
WO01490,2025-03,FWD355,云母粉,2.3681,2.2779,62.92,-0.03
WO01490,2025-03,FWD355,钛白粉,6.2533,6.0747,66.09,-0.0
WO00603,2025-07,FWDV040,包装材料,0.3048,0.3193,10.53,0.09
WO00603,2025-07,FWDV040,合成云母,0.2806,0.2593,35.7,-0.02
WO00603,2025-07,FWDV040,珠光粉基材,0.3141,0.2961,60.03,0.06
WO00603,2025-07,FWDV040,云母粉,0.1115,0.1073,67.16,0.12
WO01119,2024-12,FWD351WR,云母粉,4.3443,4.3443,79.03,-0.06
WO01119,2024-12,FWD351WR,珠光粉基材,2.5368,2.3194,42.78,-0.04
WO01119,2024-12,FWD351WR,钛白粉,3.2027,3.1722,10.75,0.14
WO01119,2024-12,FWD351WR,分散剂,4.5028,4.3742,35.28,0.04
WO01322,2025-05,FWD5870A,合成云母,2.3427,2.2757,54.37,0.15
WO01322,2025-05,FWD5870A,珠光粉基材,1.7675,1.7507,41.43,0.08
WO01322,2025-05,FWD5870A,钛白粉,1.8096,1.7407,75.06,0.05
WO01234,2024-10,FWD153,分散剂,2.2485,2.1628,32.67,0.07
WO01234,2024-10,FWD153,云母粉,0.7582,0.7943,58.3,0.08
WO01234,2024-10,FWD153,钛白粉,4.7322,4.597,51.79,0.13
WO01234,2024-10,FWD153,珠光粉基材,4.5231,4.0923,38.19,-0.08
WO00792,2025-09,FWD504,钛白粉,1.6874,1.6874,57.84,0.02
WO00792,2025-09,FWD504,合成云母,3.2566,3.1015,44.51,0.05
WO00765,2025-09,FWD5519,珠光粉基材,2.6671,2.5909,46.47,0.01
WO00765,2025-09,FWD5519,云母粉,0.6593,0.6153,13.53,0.09
WO00765,2025-09,FWD5519,包装材料,1.3785,1.2866,63.07,0.06
WO00765,2025-09,FWD5519,钛白粉,0.884,0.8503,5.28,-0.0
WO01196,2025-05,FWD6603B,分散剂,0.4713,0.4938,47.78,-0.09
WO01196,2025-05,FWD6603B,包装材料,0.0532,0.0492,77.57,0.09
WO01196,2025-05,FWD6603B,云母粉,0.4485,0.4357,21.26,0.02
WO01935,2025-02,FWD5519WR,珠光粉基材,0.4808,0.4808,75.29,0.1
WO01935,2025-02,FWD5519WR,钛白粉,0.601,0.5953,23.5,0.02
WO01935,2025-02,FWD5519WR,分散剂,0.8014,0.8243,63.47,0.05
WO01432,2025-01,BHC9323PG,分散剂,4.2645,3.9802,61.71,-0.05
WO01432,2025-01,BHC9323PG,色料,1.5855,1.661,10.52,0.1
WO00995,2025-07,FWDD10L,合成云母,0.1586,0.151,50.16,-0.01
WO00995,2025-07,FWDD10L,分散剂,0.0362,0.0355,70.53,0.04
WO00995,2025-07,FWDD10L,云母粉,0.5398,0.5192,76.92,0.05
WO00234,2025-05,FWD5872C,合成云母,2.3088,2.3748,7.01,-0.1
WO00234,2025-05,FWD5872C,云母粉,3.0303,2.7417,54.78,0.13
WO02419,2025-08,FWD7504,珠光粉基材,10.274,10.1762,42.41,-0.04
WO02419,2025-08,FWD7504,钛白粉,1.7758,1.7081,50.5,0.04
WO02419,2025-08,FWD7504,云母粉,11.0351,10.4045,6.85,0.07
WO02419,2025-08,FWD7504,色料,3.6784,3.7134,43.18,0.05
WO02301,2025-06,FWD8205WR,色料,10.5252,10.024,37.15,-0.1
WO02301,2025-06,FWD8205WR,合成云母,3.5558,3.5558,28.86,-0.03
WO02301,2025-06,FWD8205WR,包装材料,5.1204,4.7303,7.85,0.11
WO02301,2025-06,FWD8205WR,钛白粉,6.7561,6.1126,73.92,-0.02
