wo_id,month,plan_date,complete_date,sku,production_line,plan_qty,actual_qty,efficiency,scrap_qty,status,shift
WO01474,2025-04,2025-04-03,2025-04-05,FWD7322,产线-08,3754,3228,0.86,35,已完成,早班
WO01475,2025-03,2025-03-16,2025-03-19,FWD3500,产线-06,3923,3648,0.93,17,已完成,早班
WO01476,2024-12,2024-12-20,2024-12-27,FWD6683T,产线-05,770,624,0.81,15,已完成,夜班
WO01477,2025-01,2025-01-24,2025-02-01,FWD8205WR,产线-08,6415,6158,0.96,88,生产中,早班
WO01478,2024-10,2024-10-12,2024-10-15,FWD300,产线-01,4945,4352,0.88,32,生产中,中班
WO01479,2024-11,2024-11-14,2024-11-22,FWD436 ,产线-07,5732,5560,0.97,92,已完成,早班
WO01480,2024-12,2024-12-25,2025-01-03,FWD430,产线-08,7859,7623,0.97,33,已完成,早班
WO01481,2025-03,2025-03-17,2025-03-18,FWDV040B,产线-03,3425,3117,0.91,50,已完成,早班
WO01482,2025-03,2025-03-12,2025-03-14,FWD5800,产线-06,3152,3089,0.98,27,计划,中班
WO01483,2025-01,2025-01-04,2025-01-08,FWD6307A,产线-07,7498,6973,0.93,78,生产中,夜班
WO01484,2025-04,2025-04-24,2025-04-28,FWD6504,产线-02,5261,4630,0.88,56,已完成,早班
WO01485,2025-07,2025-07-03,2025-07-11,FWD508,产线-01,2940,2793,0.95,0,计划,中班
WO01486,2025-06,2025-06-15,2025-06-17,FWD6883,产线-02,1540,1355,0.88,18,生产中,夜班
WO01487,2025-02,2025-02-07,2025-02-15,FWD304,产线-03,3773,3509,0.93,9,已完成,中班
WO01488,2024-11,2024-11-10,2024-11-12,FWD535,产线-03,3256,2996,0.92,23,生产中,夜班
WO01489,2025-06,2025-06-11,2025-06-18,FWD103TWR,产线-02,4995,4296,0.86,21,已完成,夜班
WO01490,2025-03,2025-03-22,2025-04-04,FWD355,产线-01,3560,3524,0.99,71,已完成,早班
WO01491,2025-08,2025-08-03,2025-08-16,FWD205WR,产线-07,5262,5104,0.97,88,已完成,夜班
WO01492,2025-04,2025-04-16,2025-04-18,BHC9235BVH,产线-07,1179,1144,0.97,2,已完成,早班
WO01493,2025-09,2025-09-02,2025-09-09,FWDV095B,产线-02,2692,2315,0.86,21,生产中,夜班
WO01494,2025-02,2025-02-25,2025-03-05,FWD3112,产线-06,2084,1938,0.93,8,计划,夜班
WO01495,2025-01,2025-01-21,2025-02-02,FWD427,产线-07,1416,1260,0.89,24,计划,早班
WO01496,2024-12,2024-12-13,2024-12-14,FWD163,产线-02,7504,6604,0.88,66,已完成,中班
WO01497,2025-04,2025-04-06,2025-04-10,FWD425B,产线-01,3055,2719,0.89,5,计划,早班
WO01498,2024-11,2024-11-19,2024-11-24,FWDD27M,产线-07,575,529,0.92,7,生产中,中班
WO01499,2025-07,2025-07-05,2025-07-12,FWDV550,产线-02,5231,5022,0.96,34,计划,夜班
WO01500,2025-04,2025-04-07,2025-04-16,FWDD10L,产线-06,5166,4598,0.89,62,已完成,夜班
WO01501,2025-02,2025-02-04,2025-02-06,FWD525WR,产线-04,1285,1208,0.94,0,生产中,夜班
WO01502,2024-11,2024-11-16,2024-11-30,FWD5894,产线-04,4785,4498,0.94,44,生产中,早班
WO01503,2025-01,2025-01-01,2025-01-15,FWD205A,产线-01,5140,4626,0.9,23,生产中,夜班
WO01504,2025-10,2025-10-12,2025-10-21,FWD205,产线-01,7520,6091,0.81,82,已完成,夜班
WO01505,2025-08,2025-08-20,2025-08-26,FWD223WR,产线-04,6583,6451,0.98,91,已完成,早班
WO01506,2025-06,2025-06-15,2025-06-20,FWD520WR,产线-08,5439,4569,0.84,2,已完成,夜班
WO01507,2025-11,2025-11-17,2025-11-29,FWD152WR,产线-04,1300,1170,0.9,18,已完成,早班
WO01508,2024-10,2024-10-07,2024-10-20,FWD225WR,产线-05,3559,3417,0.96,59,已完成,中班
WO01509,2025-06,2025-06-06,2025-06-09,FWDV095,产线-08,828,687,0.83,13,已完成,夜班
WO01510,2025-01,2025-01-02,2025-01-03,FWD231,产线-04,1136,1022,0.9,8,已完成,夜班
WO01511,2025-05,2025-05-09,2025-05-12,FWD6163,产线-03,6941,6177,0.89,9,计划,早班
WO01512,2024-12,2024-12-22,2024-12-26,FWD6002,产线-04,3049,2714,0.89,15,生产中,中班
WO01513,2025-10,2025-10-16,2025-10-21,FWD153,产线-06,3765,3087,0.82,69,生产中,早班
WO01514,2025-10,2025-10-11,2025-10-15,BHC9233POH,产线-03,5574,4571,0.82,25,已完成,早班
WO01515,2025-06,2025-06-14,2025-06-22,FWD6500,产线-03,4633,4123,0.89,32,已完成,夜班
WO01516,2025-10,2025-10-02,2025-10-13,FWD6500A,产线-02,2778,2445,0.88,27,已完成,早班
WO01517,2025-03,2025-03-28,2025-04-02,FWD6002T,产线-08,3794,3073,0.81,33,计划,早班
WO01518,2024-12,2024-12-05,2024-12-10,FWDD25X,产线-04,5372,5211,0.97,65,已完成,早班
WO01519,2025-04,2025-04-20,2025-04-27,FWDV060,产线-01,2684,2362,0.88,19,已完成,中班
WO01520,2025-10,2025-10-23,2025-11-01,FWD001,产线-07,3918,3213,0.82,51,计划,夜班
WO01521,2025-11,2025-11-05,2025-11-14,FWDD21X,产线-02,5369,4778,0.89,62,已完成,中班
WO01522,2024-12,2024-12-22,2024-12-29,FWD225WR,产线-02,468,393,0.84,9,已完成,夜班
WO01523,2024-12,2024-12-05,2024-12-16,FWD306WR,产线-07,7142,6428,0.9,135,计划,早班
WO01524,2025-10,2025-10-14,2025-10-28,FWD215,产线-03,2327,1955,0.84,13,生产中,早班
WO01525,2024-11,2024-11-16,2024-11-28,FWD306,产线-03,7357,7357,1.0,115,已完成,早班
WO01526,2025-04,2025-04-09,2025-04-12,FWD6006,产线-06,4007,3887,0.97,25,已完成,夜班
WO01527,2025-09,2025-09-20,2025-09-29,FWD407,产线-04,1501,1396,0.93,9,计划,中班
WO01528,2025-09,2025-09-07,2025-09-08,FWD6009,产线-03,4664,4151,0.89,79,计划,早班
WO01529,2025-11,2025-11-09,2025-11-12,FWD6910,产线-03,4341,3994,0.92,86,已完成,夜班
WO01530,2025-07,2025-07-27,2025-08-06,FWD5871A,产线-07,2813,2363,0.84,36,计划,夜班
WO01531,2025-03,2025-03-24,2025-04-05,FWD353,产线-04,3234,2943,0.91,18,已完成,早班
WO01532,2025-01,2025-01-25,2025-01-31,FWDV155,产线-02,5877,5172,0.88,50,生产中,早班
WO01533,2024-10,2024-10-21,2024-10-25,FWD6820,产线-02,2140,1776,0.83,29,计划,夜班
WO01534,2025-02,2025-02-24,2025-03-10,BHC9323PG,产线-03,5593,4586,0.82,50,已完成,中班
WO01535,2025-08,2025-08-17,2025-08-29,FWD351,产线-04,3013,2862,0.95,6,已完成,早班
WO01536,2025-01,2025-01-17,2025-01-27,FWD152WR,产线-06,7540,6861,0.91,88,计划,夜班
WO01537,2025-05,2025-05-14,2025-05-24,FWD4012,产线-01,6368,5668,0.89,98,已完成,早班
WO01538,2025-01,2025-01-28,2025-02-11,FWD163,产线-01,3597,3093,0.86,69,生产中,中班
WO01539,2025-05,2025-05-08,2025-05-15,FWD6303,产线-05,5830,5830,1.0,71,已完成,夜班
WO01540,2025-06,2025-06-15,2025-06-25,BHC5518,产线-06,5865,5454,0.93,64,计划,中班
WO01541,2024-10,2024-10-08,2024-10-19,FWD7305WR,产线-01,4891,4598,0.94,55,已完成,夜班
WO01542,2025-03,2025-03-21,2025-03-28,FWD6603B,产线-01,6136,5216,0.85,102,计划,中班
WO01543,2025-02,2025-02-17,2025-02-25,FWD6910,产线-06,7300,6205,0.85,30,已完成,中班
WO01544,2025-04,2025-04-24,2025-04-25,FWD231,产线-08,7419,7048,0.95,127,已完成,夜班
WO01545,2025-01,2025-01-15,2025-01-25,FWD530,产线-06,5474,4653,0.85,87,已完成,夜班
WO01546,2025-09,2025-09-28,2025-10-07,FWD5871C,产线-05,2830,2717,0.96,34,已完成,早班
WO01547,2025-05,2025-05-07,2025-05-16,FWD152WR,产线-04,6585,5926,0.9,97,计划,早班
WO01548,2024-10,2024-10-02,2024-10-12,FWD306WR,产线-05,3004,2914,0.97,34,已完成,中班
WO01549,2025-09,2025-09-10,2025-09-15,FWD6003T,产线-04,783,642,0.82,15,生产中,中班
WO01550,2025-04,2025-04-25,2025-05-05,FWD306,产线-07,4832,4542,0.94,57,已完成,早班
WO01551,2025-02,2025-02-07,2025-02-10,FWD6009,产线-08,5239,4715,0.9,71,已完成,早班
WO01552,2025-08,2025-08-03,2025-08-04,FWD408,产线-04,6984,5727,0.82,133,已完成,夜班
WO01553,2025-02,2025-02-10,2025-02-17,FWD504WR,产线-06,5934,5875,0.99,30,已完成,中班
WO01554,2025-10,2025-10-02,2025-10-15,FWD323,产线-02,2613,2247,0.86,10,计划,中班
WO01555,2024-10,2024-10-16,2024-10-27,FWD121WR,产线-02,6440,5860,0.91,68,生产中,中班
WO01556,2024-10,2024-10-28,2024-11-08,BHC9227GOH,产线-03,5481,4714,0.86,84,计划,夜班
WO01557,2025-02,2025-02-13,2025-02-25,BHC89233BR,产线-01,758,682,0.9,9,已完成,早班
WO01558,2025-10,2025-10-07,2025-10-19,BHC89230GY,产线-01,4073,3992,0.98,14,已完成,早班
WO01559,2025-09,2025-09-12,2025-09-22,FWDD29M,产线-05,2908,2530,0.87,19,已完成,中班
WO01560,2025-07,2025-07-19,2025-07-25,BHC9275BOH,产线-07,2946,2445,0.83,18,计划,夜班
WO01561,2025-08,2025-08-05,2025-08-14,FWD3500,产线-03,2479,2107,0.85,44,已完成,夜班
WO01562,2025-01,2025-01-16,2025-01-30,FWD101WR,产线-05,2358,2311,0.98,35,生产中,中班
WO01563,2025-10,2025-10-23,2025-11-04,FWD510,产线-06,6394,5179,0.81,79,已完成,中班
WO01564,2024-10,2024-10-26,2024-11-05,FWDD10Y,产线-06,3044,2709,0.89,38,生产中,中班
WO01565,2024-11,2024-11-07,2024-11-16,FWD173,产线-02,1221,1013,0.83,22,已完成,夜班
WO01566,2024-11,2024-11-04,2024-11-10,FWD522,产线-07,2784,2339,0.84,2,已完成,夜班
WO01567,2025-02,2025-02-14,2025-02-20,FWD504WR,产线-05,6689,6622,0.99,31,计划,早班
WO01568,2025-02,2025-02-13,2025-02-18,FWD289,产线-06,7652,6657,0.87,19,计划,早班
WO01569,2024-12,2024-12-05,2024-12-08,BHC9233POH,产线-01,5970,5672,0.95,77,已完成,中班
WO01570,2025-03,2025-03-02,2025-03-10,FWD249,产线-08,1580,1311,0.83,21,生产中,夜班
WO01571,2025-11,2025-11-01,2025-11-09,FWD502WR,产线-04,5293,4446,0.84,22,计划,中班
WO01572,2025-02,2025-02-15,2025-02-22,FWD502,产线-08,4485,4171,0.93,9,已完成,夜班
WO01573,2025-02,2025-02-01,2025-02-07,FWD6885,产线-03,2886,2742,0.95,15,已完成,夜班
WO01574,2025-09,2025-09-16,2025-09-24,FWD111M,产线-03,1483,1453,0.98,15,计划,中班
WO01575,2025-02,2025-02-19,2025-02-23,FWD400B,产线-07,1126,957,0.85,2,已完成,中班
WO01576,2025-01,2025-01-24,2025-02-04,FWD302WR,产线-05,6249,6062,0.97,62,已完成,中班
WO01577,2025-03,2025-03-17,2025-03-30,FWD510,产线-06,5239,5134,0.98,35,已完成,早班
WO01578,2025-04,2025-04-10,2025-04-24,FWD308,产线-07,6258,5194,0.83,33,已完成,中班
WO01579,2025-03,2025-03-08,2025-03-12,FWD6003,产线-07,6383,5745,0.9,96,已完成,早班
WO01580,2024-10,2024-10-23,2024-11-05,FWD403,产线-06,2264,1811,0.8,4,已完成,中班
WO01581,2025-03,2025-03-15,2025-03-22,FWD6910,产线-08,5898,5426,0.92,13,计划,夜班
WO01582,2024-11,2024-11-20,2024-11-22,FWD153,产线-02,6782,5765,0.85,68,已完成,早班
WO01583,2025-04,2025-04-03,2025-04-15,FWD300,产线-06,3484,3345,0.96,5,生产中,早班
WO01584,2025-09,2025-09-19,2025-09-26,FWD259,产线-07,1051,1030,0.98,3,已完成,中班
WO01585,2025-07,2025-07-10,2025-07-13,FWD111MT,产线-03,5931,5338,0.9,60,生产中,中班
WO01586,2025-02,2025-02-09,2025-02-10,BHC9275BOH,产线-04,6169,5059,0.82,115,已完成,夜班
WO01587,2025-03,2025-03-05,2025-03-19,FWD402,产线-07,1275,1135,0.89,8,生产中,早班
WO01588,2025-07,2025-07-24,2025-07-26,FWD410,产线-02,7305,6721,0.92,135,已完成,中班
WO01589,2025-11,2025-11-03,2025-11-17,FWD300,产线-01,3357,3290,0.98,28,已完成,早班
WO01590,2024-10,2024-10-27,2024-11-07,BHC9225BMTH,产线-08,6381,5360,0.84,0,已完成,中班
WO01591,2025-10,2025-10-04,2025-10-12,FWDD23X,产线-04,7636,6643,0.87,103,已完成,夜班
WO01592,2024-12,2024-12-28,2025-01-08,FWDV080,产线-02,755,717,0.95,3,已完成,中班
WO01593,2025-07,2025-07-20,2025-07-22,FWD5895,产线-01,7345,6537,0.89,143,已完成,早班
WO01594,2025-05,2025-05-14,2025-05-22,FWD355,产线-08,3634,3489,0.96,67,已完成,中班
WO01595,2025-02,2025-02-13,2025-02-17,FWDV060B,产线-01,5689,5461,0.96,27,生产中,夜班
WO01596,2025-05,2025-05-21,2025-05-22,FWD6002AWR,产线-02,1374,1154,0.84,10,已完成,中班
WO01597,2025-08,2025-08-26,2025-08-27,FWD323M,产线-06,300,264,0.88,2,计划,早班
WO01598,2025-05,2025-05-27,2025-05-28,FWD235WR,产线-08,1484,1247,0.84,22,计划,中班
WO01599,2025-10,2025-10-17,2025-10-27,FWD223,产线-01,2509,2283,0.91,42,计划,夜班
WO01600,2025-04,2025-04-28,2025-05-04,FWD508,产线-01,2250,2002,0.89,29,已完成,中班
WO01601,2024-12,2024-12-28,2024-12-30,FWDD23L,产线-03,435,431,0.99,6,计划,夜班
WO01602,2025-06,2025-06-18,2025-06-28,FWD6001,产线-04,3013,2682,0.89,17,已完成,早班
WO01603,2025-06,2025-06-04,2025-06-14,FWD3112,产线-05,7312,7239,0.99,6,已完成,中班
WO01604,2025-03,2025-03-14,2025-03-26,FWDD25M,产线-05,4679,3837,0.82,6,已完成,夜班
WO01605,2025-07,2025-07-22,2025-07-31,FWD123,产线-06,5744,5399,0.94,27,计划,夜班
WO01606,2025-09,2025-09-17,2025-09-25,FWD410,产线-04,1372,1331,0.97,13,已完成,早班
WO01607,2025-06,2025-06-11,2025-06-19,FWDV080,产线-06,3923,3805,0.97,12,已完成,夜班
WO01608,2025-02,2025-02-03,2025-02-13,BHC89230GY,产线-05,4161,4078,0.98,27,已完成,夜班
WO01609,2025-11,2025-11-19,2025-11-30,FWD205,产线-05,4798,4030,0.84,90,已完成,夜班
WO01610,2024-12,2024-12-27,2025-01-08,FWD5800,产线-01,6972,5787,0.83,100,已完成,中班
WO01611,2024-12,2024-12-08,2024-12-10,FWD221WR,产线-08,6705,6236,0.93,8,已完成,夜班
WO01612,2024-11,2024-11-03,2024-11-09,FWD201,产线-03,3409,3273,0.96,18,已完成,夜班
WO01613,2025-09,2025-09-24,2025-10-01,FWD221,产线-08,5275,4431,0.84,53,已完成,中班
WO01614,2025-01,2025-01-27,2025-02-06,FWD411,产线-06,1479,1316,0.89,12,已完成,早班
WO01615,2025-06,2025-06-11,2025-06-15,FWD3504,产线-02,2126,1956,0.92,6,已完成,早班
WO01616,2024-10,2024-10-02,2024-10-14,FWD5870B,产线-02,4807,3990,0.83,3,生产中,中班
WO01617,2025-07,2025-07-08,2025-07-12,FWD5872A,产线-01,4642,3806,0.82,82,已完成,夜班
WO01618,2024-11,2024-11-26,2024-12-10,FWD205WR,产线-02,6994,6714,0.96,108,已完成,夜班
WO01619,2025-03,2025-03-15,2025-03-23,FWD424,产线-08,3368,2795,0.83,42,计划,夜班
WO01620,2024-11,2024-11-20,2024-11-29,FWD306,产线-06,6622,5364,0.81,75,计划,中班
WO01621,2025-10,2025-10-26,2025-10-27,FWD5516,产线-02,587,546,0.93,0,计划,早班
WO01622,2025-05,2025-05-24,2025-05-31,FWD6224,产线-01,3858,3279,0.85,74,生产中,中班
WO01623,2025-03,2025-03-27,2025-03-28,FWD120,产线-01,3276,2752,0.84,25,已完成,早班
WO01624,2025-07,2025-07-09,2025-07-14,FWDD10L,产线-05,4374,4330,0.99,81,生产中,早班
WO01625,2024-11,2024-11-19,2024-12-03,FWD525WR,产线-06,4048,3643,0.9,26,已完成,夜班
WO01626,2025-03,2025-03-14,2025-03-18,FWD502WR,产线-02,6741,6067,0.9,19,生产中,中班
WO01627,2025-11,2025-11-23,2025-12-04,FWD5800,产线-04,4105,3612,0.88,19,已完成,早班
WO01628,2025-03,2025-03-24,2025-03-28,FWD173,产线-03,5438,5112,0.94,107,生产中,中班
WO01629,2025-09,2025-09-14,2025-09-24,BHC9233POH,产线-06,7412,6523,0.88,81,生产中,早班
WO01630,2025-06,2025-06-15,2025-06-19,FWD6205,产线-03,3249,2632,0.81,55,生产中,早班
WO01631,2025-07,2025-07-05,2025-07-18,FWD3112,产线-01,5946,5827,0.98,100,已完成,夜班
WO01632,2025-09,2025-09-19,2025-09-22,FWD419B,产线-04,6421,5522,0.86,83,已完成,早班
WO01633,2025-01,2025-01-23,2025-02-03,FWDD10X,产线-04,3602,3350,0.93,50,计划,夜班
WO01634,2025-06,2025-06-12,2025-06-13,FWD6215,产线-04,7943,7149,0.9,1,已完成,夜班
WO01635,2025-10,2025-10-07,2025-10-12,FWDD29L,产线-02,6614,6019,0.91,78,计划,早班
WO01636,2025-06,2025-06-27,2025-07-05,BHC9232MGH,产线-03,6646,5450,0.82,33,已完成,中班
WO01637,2025-10,2025-10-01,2025-10-02,BHC9227GOH,产线-01,7829,7281,0.93,13,已完成,夜班
WO01638,2025-01,2025-01-15,2025-01-16,BHC9328GR,产线-08,4281,3639,0.85,8,已完成,中班
WO01639,2024-11,2024-11-06,2024-11-19,BHC9338GR,产线-04,3150,2930,0.93,63,已完成,中班
WO01640,2025-09,2025-09-19,2025-09-22,FWD6820,产线-08,3192,2937,0.92,41,已完成,夜班
WO01641,2025-11,2025-11-05,2025-11-09,FWDD10A,产线-04,1544,1251,0.81,12,已完成,夜班
WO01642,2025-01,2025-01-01,2025-01-05,FWD205A,产线-04,5585,4636,0.83,2,已完成,夜班
WO01643,2024-12,2024-12-28,2025-01-01,FWD6885,产线-08,5924,5272,0.89,78,已完成,夜班
WO01644,2025-07,2025-07-01,2025-07-06,BHC89235G,产线-05,7971,6696,0.84,147,已完成,中班
WO01645,2024-10,2024-10-15,2024-10-23,FWD6504T,产线-05,6855,6444,0.94,35,已完成,夜班
WO01646,2025-02,2025-02-09,2025-02-20,FWD534,产线-08,2570,2184,0.85,5,已完成,夜班
WO01647,2025-10,2025-10-08,2025-10-19,FWDD23X,产线-08,6507,5856,0.9,21,已完成,夜班
WO01648,2024-12,2024-12-03,2024-12-16,FWD5800,产线-04,4059,3937,0.97,33,已完成,夜班
WO01649,2025-11,2025-11-03,2025-11-10,FWDD29M,产线-08,757,727,0.96,5,生产中,早班
WO01650,2025-06,2025-06-04,2025-06-08,BHC9230YBH,产线-06,452,398,0.88,9,已完成,早班
WO01651,2024-12,2024-12-23,2025-01-05,FWD435B,产线-04,2083,1833,0.88,31,已完成,早班
WO01652,2025-02,2025-02-02,2025-02-13,FWDD10A,产线-06,6259,5508,0.88,60,已完成,夜班
WO01653,2025-05,2025-05-03,2025-05-14,HC010AS,产线-08,7273,7055,0.97,119,已完成,夜班
WO01654,2025-08,2025-08-02,2025-08-12,FWD3502,产线-06,6995,6156,0.88,25,生产中,中班
WO01655,2025-09,2025-09-04,2025-09-13,FWD6810,产线-02,1668,1468,0.88,32,已完成,早班
WO01656,2025-01,2025-01-22,2025-01-24,FWD491,产线-04,5072,4616,0.91,98,已完成,早班
WO01657,2024-11,2024-11-18,2024-11-26,FWD5800A,产线-02,2771,2411,0.87,48,已完成,中班
WO01658,2025-05,2025-05-07,2025-05-18,FWD403,产线-05,4324,4151,0.96,71,已完成,早班
WO01659,2025-03,2025-03-17,2025-03-20,FWD6005,产线-02,5653,4579,0.81,83,生产中,中班
WO01660,2024-10,2024-10-09,2024-10-20,FWD355,产线-03,7873,6377,0.81,132,已完成,夜班
WO01661,2025-02,2025-02-16,2025-02-20,FWD6881,产线-03,4994,4944,0.99,99,已完成,中班
WO01662,2024-11,2024-11-21,2024-12-05,FWDD25L,产线-03,4228,3763,0.89,49,已完成,中班
WO01663,2025-01,2025-01-02,2025-01-08,FWD525,产线-04,1372,1152,0.84,15,已完成,早班
WO01664,2024-11,2024-11-11,2024-11-12,FWD510,产线-05,4294,4208,0.98,10,已完成,早班
WO01665,2025-07,2025-07-04,2025-07-06,FWD402,产线-04,6303,5231,0.83,26,生产中,早班
WO01666,2025-07,2025-07-20,2025-07-27,FWD122,产线-02,1375,1100,0.8,8,已完成,中班
WO01667,2025-01,2025-01-02,2025-01-16,FWD500WR,产线-07,2335,1985,0.85,42,已完成,早班
WO01668,2025-09,2025-09-23,2025-09-26,FWD6601,产线-01,1257,1056,0.84,19,已完成,中班
WO01669,2025-01,2025-01-04,2025-01-17,FWD001,产线-01,6655,6655,1.0,72,已完成,早班
WO01670,2024-12,2024-12-12,2024-12-15,BHC9225BMTH,产线-08,2378,2378,1.0,41,已完成,中班
WO01671,2025-08,2025-08-03,2025-08-14,FWD6005T,产线-08,3266,2809,0.86,39,已完成,早班
WO01672,2025-01,2025-01-01,2025-01-12,FWD323M,产线-04,1186,1127,0.95,10,计划,夜班
WO01673,2025-09,2025-09-26,2025-10-04,FWD299,产线-06,1431,1374,0.96,19,已完成,中班
WO01674,2025-09,2025-09-13,2025-09-17,FWDD28M,产线-05,5177,4556,0.88,84,已完成,早班
WO01675,2025-04,2025-04-06,2025-04-16,FWD205WR,产线-03,2626,2127,0.81,14,已完成,早班
WO01676,2025-10,2025-10-15,2025-10-27,FWD6504,产线-04,6574,6443,0.98,27,已完成,早班
WO01677,2025-06,2025-06-05,2025-06-10,FWD5891,产线-01,6685,6618,0.99,44,已完成,夜班
WO01678,2024-11,2024-11-06,2024-11-18,FWD552,产线-05,4949,4454,0.9,37,已完成,早班
WO01679,2025-02,2025-02-20,2025-02-22,BHC9323PG,产线-06,6385,6257,0.98,109,已完成,中班
WO01680,2025-09,2025-09-25,2025-10-06,FWDV015,产线-02,7825,7747,0.99,45,已完成,中班
WO01681,2025-02,2025-02-08,2025-02-17,FWDD28M,产线-05,2030,1847,0.91,23,计划,早班
WO01682,2025-08,2025-08-13,2025-08-19,BHC9326BM ,产线-03,1712,1524,0.89,26,已完成,早班
WO01683,2025-06,2025-06-12,2025-06-20,FWDV155,产线-01,397,333,0.84,3,已完成,中班
WO01684,2025-02,2025-02-09,2025-02-19,FWD6224,产线-01,6591,5734,0.87,102,已完成,中班
WO01685,2024-11,2024-11-05,2024-11-16,FWD6504A,产线-05,2871,2613,0.91,21,已完成,早班
WO01686,2024-12,2024-12-02,2024-12-03,FWD6307A,产线-01,2224,1913,0.86,7,已完成,夜班
WO01687,2025-01,2025-01-25,2025-02-04,FWDV080,产线-07,7530,6476,0.86,40,已完成,中班
WO01688,2025-03,2025-03-28,2025-04-09,FWDV150,产线-02,6051,5325,0.88,84,已完成,中班
WO01689,2025-02,2025-02-01,2025-02-10,BHC5518,产线-05,7537,6482,0.86,49,计划,早班
WO01690,2025-06,2025-06-07,2025-06-10,FWDV060B,产线-06,7253,7035,0.97,57,计划,中班
WO01691,2025-11,2025-11-01,2025-11-02,FWD520WR,产线-08,1982,1784,0.9,10,生产中,夜班
WO01692,2025-07,2025-07-01,2025-07-12,FWD323M,产线-01,7055,6420,0.91,27,已完成,中班
WO01693,2025-11,2025-11-13,2025-11-24,FWD6018T,产线-08,1253,1178,0.94,16,计划,早班
WO01694,2025-08,2025-08-01,2025-08-02,FWD320,产线-05,527,432,0.82,0,计划,早班
WO01695,2025-10,2025-10-24,2025-11-07,FWDV040B,产线-06,6127,5392,0.88,14,已完成,中班
WO01696,2025-07,2025-07-18,2025-07-23,FWD415Y,产线-05,1533,1380,0.9,8,生产中,夜班
WO01697,2025-02,2025-02-22,2025-03-04,FWD6500,产线-05,1894,1799,0.95,30,计划,早班
WO01698,2025-11,2025-11-10,2025-11-24,FWD111M,产线-01,4678,4584,0.98,44,生产中,中班
WO01699,2025-02,2025-02-13,2025-02-15,FWD152WR,产线-07,2101,1849,0.88,40,已完成,中班
WO01700,2025-03,2025-03-21,2025-03-28,FWDV060,产线-02,2459,2311,0.94,3,生产中,中班
WO01701,2024-10,2024-10-04,2024-10-06,FWD7305,产线-02,4112,3660,0.89,23,已完成,中班
WO01702,2025-08,2025-08-10,2025-08-16,BHC89237BG,产线-02,5714,5028,0.88,22,已完成,夜班
WO01703,2025-06,2025-06-16,2025-06-19,FWD520WR,产线-07,874,804,0.92,14,生产中,中班
WO01704,2025-10,2025-10-17,2025-10-19,FWD425,产线-04,6579,5658,0.86,28,已完成,中班
WO01705,2024-11,2024-11-03,2024-11-15,FWD6003,产线-04,5229,5229,1.0,35,计划,中班
WO01706,2025-04,2025-04-08,2025-04-19,FWD205A,产线-05,6503,5788,0.89,67,生产中,中班
WO01707,2025-10,2025-10-26,2025-10-28,BHC9275BOH,产线-01,6398,6206,0.97,18,已完成,中班
WO01708,2025-11,2025-11-10,2025-11-22,FWD491,产线-02,2137,2052,0.96,6,计划,早班
WO01709,2024-11,2024-11-07,2024-11-09,FWD221,产线-07,2017,1634,0.81,31,生产中,中班
WO01710,2025-04,2025-04-17,2025-04-18,FWD3500,产线-01,6048,5988,0.99,60,已完成,中班
WO01711,2025-11,2025-11-04,2025-11-15,BHC9235BVH,产线-01,949,797,0.84,9,已完成,中班
WO01712,2024-12,2024-12-14,2024-12-19,FWD302,产线-08,7971,7174,0.9,71,已完成,中班
WO01713,2025-02,2025-02-14,2025-02-20,FWDD23M,产线-08,4415,3620,0.82,50,计划,中班
WO01714,2025-10,2025-10-26,2025-11-02,FWD231WR,产线-07,1531,1332,0.87,6,已完成,中班
WO01715,2025-09,2025-09-19,2025-09-26,FWD323M,产线-01,3742,3592,0.96,29,已完成,早班
WO01716,2025-11,2025-11-12,2025-11-19,FWDD10L,产线-01,1958,1860,0.95,32,已完成,夜班
